TermCode            | Size    | Uri
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?valignr#valignr_v128x64u_v128x64u_8u-imm13
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?valignr#valignr_v128x64u_v128x64u_8u-imm5
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?valignr#valignr_v128x64u_v128x64u_8u-imm9
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?valignr#valignr_v128x8u_v128x8u_8u-imm13
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?valignr#valignr_v128x8u_v128x8u_8u-imm5
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?valignr#valignr_v128x8u_v128x8u_8u-imm9
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?valignr#valignr_v256x64u_v256x64u_8u-imm13
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?valignr#valignr_v256x64u_v256x64u_8u-imm5
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?valignr#valignr_v256x64u_v256x64u_8u-imm9
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?valignr#valignr_v256x8u_v256x8u_8u-imm13
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?valignr#valignr_v256x8u_v256x8u_8u-imm5
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?valignr#valignr_v256x8u_v256x8u_8u-imm9
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x16i_v128x16i_8u-imm13
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x16i_v128x16i_8u-imm5
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x16i_v128x16i_8u-imm9
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x16u_v128x16u_8u-imm13
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x16u_v128x16u_8u-imm5
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x16u_v128x16u_8u-imm9
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x32i_v128x32i_8u-imm13
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x32i_v128x32i_8u-imm5
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x32i_v128x32i_8u-imm9
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x32u_v128x32u_8u-imm13
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x32u_v128x32u_8u-imm5
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x32u_v128x32u_8u-imm9
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x64i_v128x64i_8u-imm13
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x64i_v128x64i_8u-imm5
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x64i_v128x64i_8u-imm9
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x64u_v128x64u_8u-imm13
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x64u_v128x64u_8u-imm5
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x64u_v128x64u_8u-imm9
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x8i_v128x8i_8u-imm13
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x8i_v128x8i_8u-imm5
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x8i_v128x8i_8u-imm9
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x8u_v128x8u_8u-imm13
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x8u_v128x8u_8u-imm5
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend2x64#vblend2x64_v128x8u_v128x8u_8u-imm9
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend4x32#vblend4x32_v128x32i_v128x32i_8u-imm13
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend4x32#vblend4x32_v128x32i_v128x32i_8u-imm5
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend4x32#vblend4x32_v128x32i_v128x32i_8u-imm9
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend4x32#vblend4x32_v128x32u_v128x32u_8u-imm13
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend4x32#vblend4x32_v128x32u_v128x32u_8u-imm5
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend4x32#vblend4x32_v128x32u_v128x32u_8u-imm9
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x16i_v256x16i_8u-imm13
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x16i_v256x16i_8u-imm5
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x16i_v256x16i_8u-imm9
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x16u_v256x16u_8u-imm13
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x16u_v256x16u_8u-imm5
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x16u_v256x16u_8u-imm9
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x32i_v256x32i_8u-imm13
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x32i_v256x32i_8u-imm5
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x32i_v256x32i_8u-imm9
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x32u_v256x32u_8u-imm13
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x32u_v256x32u_8u-imm5
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x32u_v256x32u_8u-imm9
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x64i_v256x64i_8u-imm13
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x64i_v256x64i_8u-imm5
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x64i_v256x64i_8u-imm9
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x64u_v256x64u_8u-imm13
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x64u_v256x64u_8u-imm5
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x64u_v256x64u_8u-imm9
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x8i_v256x8i_8u-imm13
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x8i_v256x8i_8u-imm5
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x8i_v256x8i_8u-imm9
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x8u_v256x8u_8u-imm13
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x8u_v256x8u_8u-imm5
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend4x64#vblend4x64_v256x8u_v256x8u_8u-imm9
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend8x16#vblend8x16_v128x16i_v128x16i_8u-imm13
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend8x16#vblend8x16_v128x16i_v128x16i_8u-imm5
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend8x16#vblend8x16_v128x16i_v128x16i_8u-imm9
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend8x16#vblend8x16_v128x16u_v128x16u_8u-imm13
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend8x16#vblend8x16_v128x16u_v128x16u_8u-imm5
CTC_RET_INTR        | 26      | asm://intrinsics/dinx_imm?vblend8x16#vblend8x16_v128x16u_v128x16u_8u-imm9
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend8x16#vblend8x16_v256x16i_v256x16i_8u-imm13
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend8x16#vblend8x16_v256x16i_v256x16i_8u-imm5
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend8x16#vblend8x16_v256x16i_v256x16i_8u-imm9
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend8x16#vblend8x16_v256x16u_v256x16u_8u-imm13
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend8x16#vblend8x16_v256x16u_v256x16u_8u-imm5
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend8x16#vblend8x16_v256x16u_v256x16u_8u-imm9
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend8x32#vblend8x32_v256x32i_v256x32i_8u-imm13
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend8x32#vblend8x32_v256x32i_v256x32i_8u-imm5
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend8x32#vblend8x32_v256x32i_v256x32i_8u-imm9
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend8x32#vblend8x32_v256x32u_v256x32u_8u-imm13
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend8x32#vblend8x32_v256x32u_v256x32u_8u-imm5
CTC_RET_INTR        | 29      | asm://intrinsics/dinx_imm?vblend8x32#vblend8x32_v256x32u_v256x32u_8u-imm9
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x16i_8u-imm13
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x16i_8u-imm5
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x16i_8u-imm9
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x16u_8u-imm13
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x16u_8u-imm5
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x16u_8u-imm9
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x32i_8u-imm13
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x32i_8u-imm5
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x32i_8u-imm9
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x32u_8u-imm13
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x32u_8u-imm5
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x32u_8u-imm9
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x64i_8u-imm13
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x64i_8u-imm5
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x64i_8u-imm9
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x64u_8u-imm13
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x64u_8u-imm5
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x64u_8u-imm9
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x8i_8u-imm13
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x8i_8u-imm5
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x8i_8u-imm9
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x8u_8u-imm13
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x8u_8u-imm5
CTC_RET_INTR        | 20      | asm://intrinsics/dinx_imm?vbsll#vbsll_v128x8u_8u-imm9
CTC_RET_INTR        | 23      | asm://intrinsics/dinx_imm?vbsll#vbsll_v256x16i_8u-imm13
