Sequence  | Address         | Length  | Uri                                                                                                           | OpSig                                                                                                         | Data
0         | 7ff7c85cc220h   | 195     | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,8u,8u)                                                      | Vector256<byte> vbroadcast(N256 w, byte lo, byte hi)                                                          | 50 c5 f8 77 90 41 0f b6 c0 88 44 24 04 48 8d 44 24 04 c4 e2 79 78 44 24 04 41 0f b6 c1 88 04 24 48 8d 04 24 c4 e2 79 78 0c 24 c5 ec 57 d2 c4 e3 6d 38 c0 00 c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3 cc cc 00 19 01 01 00 01 02 00 00 40 00 00 00 a0 a8 98 c8 f7 7f 00 00 50 c5 f8 77 90 41 0f b7 c0 66 89 44 24 04 48 8d 44 24 04 c4 e2 79 79 44 24 04 41 0f b7 c1 66 89 04 24 48 8d 04 24 c4 e2 79 79 0c 24 c5 ec 57 d2 c4 e3 6d 38 c0 00 c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3 cc cc 00 00 00 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
1         | 7ff7c85cc280h   | 99      | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,16u,16u)                                                    | Vector256<ushort> vbroadcast(N256 w, ushort lo, ushort hi)                                                    | 50 c5 f8 77 90 41 0f b7 c0 66 89 44 24 04 48 8d 44 24 04 c4 e2 79 79 44 24 04 41 0f b7 c1 66 89 04 24 48 8d 04 24 c4 e2 79 79 0c 24 c5 ec 57 d2 c4 e3 6d 38 c0 00 c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3 cc cc 00 00 00 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
2         | 7ff7c85cc2f0h   | 627     | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,32u,32u)                                                    | Vector256<uint> vbroadcast(N256 w, uint lo, uint hi)                                                          | 50 c5 f8 77 90 44 89 44 24 04 48 8d 44 24 04 c4 e2 79 58 44 24 04 44 89 0c 24 48 8d 04 24 c4 e2 79 58 0c 24 c5 ec 57 d2 c4 e3 6d 38 c0 00 c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3 cc cc 00 00 00 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 58 a9 98 c8 f7 7f 00 00 48 83 ec 18 c5 f8 77 4c 89 44 24 10 48 8d 44 24 10 c4 e2 79 59 44 24 10 4c 89 4c 24 08 48 8d 44 24 08 c4 e2 79 59 4c 24 08 c5 ec 57 d2 c4 e3 6d 38 c0 00 c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 18 c3 cc cc 00 00 19 04 01 00 04 22 00 00 40 00 00 00 b8 a9 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 78 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 10 aa 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 78 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 68 aa 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 79 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 c0 aa 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 79 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 18 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 70 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 c8 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 20 ac 98 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 78 ac 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 7d 78 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
3         | 7ff7c85cc350h   | 531     | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,64u,64u)                                                    | Vector256<ulong> vbroadcast(N256 w, ulong lo, ulong hi)                                                       | 48 83 ec 18 c5 f8 77 4c 89 44 24 10 48 8d 44 24 10 c4 e2 79 59 44 24 10 4c 89 4c 24 08 48 8d 44 24 08 c4 e2 79 59 4c 24 08 c5 ec 57 d2 c4 e3 6d 38 c0 00 c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 18 c3 cc cc 00 00 19 04 01 00 04 22 00 00 40 00 00 00 b8 a9 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 78 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 10 aa 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 78 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 68 aa 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 79 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 c0 aa 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 79 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 18 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 70 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 c8 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 20 ac 98 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 78 ac 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 7d 78 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
4         | 7ff7c85cc3b0h   | 435     | hex://vectorized/dvec?vbroadcast#vbroadcast_(n128,8i)                                                         | Vector128<sbyte> vbroadcast(N128 n, sbyte src)                                                                | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 78 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 10 aa 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 78 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 68 aa 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 79 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 c0 aa 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 79 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 18 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 70 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 c8 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 20 ac 98 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 78 ac 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 7d 78 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
5         | 7ff7c85cc3e0h   | 387     | hex://vectorized/dvec?vbroadcast#vbroadcast_(n128,8u)                                                         | Vector128<byte> vbroadcast(N128 n, byte src)                                                                  | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 78 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 68 aa 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 79 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 c0 aa 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 79 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 18 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 70 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 c8 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 20 ac 98 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 78 ac 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 7d 78 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
6         | 7ff7c85cc410h   | 339     | hex://vectorized/dvec?vbroadcast#vbroadcast_(n128,16i)                                                        | Vector128<short> vbroadcast(N128 n, short src)                                                                | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 79 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 c0 aa 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 79 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 18 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 70 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 c8 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 20 ac 98 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 78 ac 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 7d 78 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
7         | 7ff7c85cc440h   | 291     | hex://vectorized/dvec?vbroadcast#vbroadcast_(n128,16u)                                                        | Vector128<ushort> vbroadcast(N128 n, ushort src)                                                              | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 79 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 18 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 70 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 c8 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 20 ac 98 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 78 ac 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 7d 78 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
8         | 7ff7c85cc470h   | 243     | hex://vectorized/dvec?vbroadcast#vbroadcast_(n128,32i)                                                        | Vector128<int> vbroadcast(N128 n, int src)                                                                    | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 70 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 c8 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 20 ac 98 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 78 ac 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 7d 78 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
9         | 7ff7c85cc4a0h   | 195     | hex://vectorized/dvec?vbroadcast#vbroadcast_(n128,32u)                                                        | Vector128<uint> vbroadcast(N128 n, uint src)                                                                  | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 c8 ab 98 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 20 ac 98 c8 f7 7f 00 00 c5 f8 77 66 90 4c 89 44 24 18 48 8d 44 24 18 c4 e2 79 59 44 24 18 c5 f9 11 01 48 8b c1 c3 cc 00 19 00 00 00 40 00 00 00 78 ac 98 c8 f7 7f 00 00 c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 7d 78 44 24 18 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
