Sequence  | Address         | Length  | Uri                                                                                       | OpSig                                                                                     | Data
0         | 7ff7c8646ed0h   | 87      | hex://root/BitConvert?GetBytes#GetBytes_g[8u](8u~in)                                      | Span<byte> GetBytes<byte>(in byte src)                                                    | 57 56 48 83 ec 28 48 8b f1 48 8b fa 48 b9 10 ea 72 c7 f7 7f 00 00 ba 01 00 00 00 e8 f0 fe c1 5e 48 83 c0 10 ba 01 00 00 00 0f b6 0f 88 08 48 89 06 89 56 08 48 8b c6 48 83 c4 28 5e 5f c3 00 00 19 06 03 00 06 42 02 60 01 70 00 00 40 00 00 00 00 00 00 00 00 00 00
1         | 7ff7c8646f30h   | 87      | hex://root/BitConvert?GetBytes#GetBytes_g[8i](8i~in)                                      | Span<byte> GetBytes<sbyte>(in sbyte src)                                                  | 57 56 48 83 ec 28 48 8b f1 48 8b fa 48 b9 10 ea 72 c7 f7 7f 00 00 ba 01 00 00 00 e8 90 fe c1 5e 48 83 c0 10 ba 01 00 00 00 48 0f be 0f 88 08 48 89 06 89 56 08 48 8b c6 48 83 c4 28 5e 5f c3 00 19 06 03 00 06 42 02 60 01 70 00 00 40 00 00 00 00 00 00 00 00 00 00
2         | 7ff7c8646f90h   | 87      | hex://root/BitConvert?GetBytes#GetBytes_g[16u](16u~in)                                    | Span<byte> GetBytes<ushort>(in ushort src)                                                | 57 56 48 83 ec 28 48 8b f1 48 8b fa 48 b9 10 ea 72 c7 f7 7f 00 00 ba 02 00 00 00 e8 30 fe c1 5e 48 83 c0 10 ba 02 00 00 00 0f b7 0f 66 89 08 48 89 06 89 56 08 48 8b c6 48 83 c4 28 5e 5f c3 00 19 06 03 00 06 42 02 60 01 70 00 00 40 00 00 00 00 00 00 00 00 00 00
3         | 7ff7c8646ff0h   | 1112    | hex://root/BitConvert?GetBytes#GetBytes_g[16i](16i~in)                                    | Span<byte> GetBytes<short>(in short src)                                                  | 57 56 48 83 ec 28 48 8b f1 48 8b fa 48 b9 10 ea 72 c7 f7 7f 00 00 ba 02 00 00 00 e8 d0 fd c1 5e 48 83 c0 10 ba 02 00 00 00 48 0f bf 0f 66 89 08 48 89 06 89 56 08 48 8b c6 48 83 c4 28 5e 5f c3 19 06 03 00 06 42 02 60 01 70 00 00 40 00 00 00 02 00 00 00 00 00 00 00 e8 f3 e5 c1 5e 5e 00 00 00 67 b3 c8 f7 7f 00 00 e8 e3 e5 c1 5e 5e 00 00 60 67 b3 c8 f7 7f 00 00 e8 d3 e5 c1 5e 5e 00 00 c0 67 b3 c8 f7 7f 00 00 e8 c3 e5 c1 5e 5e 00 00 20 68 b3 c8 f7 7f 00 00 e8 b3 e5 c1 5e 5e 00 00 80 68 b3 c8 f7 7f 00 00 e8 a3 e5 c1 5e 5e 00 00 e0 68 b3 c8 f7 7f 00 00 e8 93 e5 c1 5e 5e 00 00 40 69 b3 c8 f7 7f 00 00 e8 83 e5 c1 5e 5e 00 00 a0 69 b3 c8 f7 7f 00 00 e8 73 e5 c1 5e 5e 00 00 00 6a b3 c8 f7 7f 00 00 e8 63 e5 c1 5e 5e 00 00 60 6a b3 c8 f7 7f 00 00 e8 53 e5 c1 5e 5e 00 00 c0 6a b3 c8 f7 7f 00 00 e8 43 e5 c1 5e 5e 00 00 20 6b b3 c8 f7 7f 00 00 e8 33 e5 c1 5e 5e 00 00 80 6b b3 c8 f7 7f 00 00 e8 23 e5 c1 5e 5e 00 00 e0 6b b3 c8 f7 7f 00 00 e8 13 e5 c1 5e 5e 00 00 40 6c b3 c8 f7 7f 00 00 e8 03 e5 c1 5e 5e 00 00 a0 6c b3 c8 f7 7f 00 00 e8 f3 e4 c1 5e 5e 00 01 e8 eb e4 c1 5e 5e 01 00 08 6e b3 c8 f7 7f 00 00 e8 db e4 c1 5e 5e 00 18 e8 d3 e4 c1 5e 5e 01 17 e8 cb e4 c1 5e 5e 02 16 e8 c3 e4 c1 5e 5e 03 15 e8 bb e4 c1 5e 5e 04 14 e8 b3 e4 c1 5e 5e 05 13 e8 ab e4 c1 5e 5e 06 12 e8 a3 e4 c1 5e 5e 07 11 e8 9b e4 c1 5e 5e 08 10 e8 93 e4 c1 5e 5e 09 0f e8 8b e4 c1 5e 5e 0a 0e e8 83 e4 c1 5e 5e 0b 0d e8 7b e4 c1 5e 5e 0c 0c e8 73 e4 c1 5e 5e 0d 0b e8 6b e4 c1 5e 5e 0e 0a e8 63 e4 c1 5e 5e 0f 09 e8 5b e4 c1 5e 5e 10 08 e8 53 e4 c1 5e 5e 11 07 e8 4b e4 c1 5e 5e 12 06 e8 43 e4 c1 5e 5e 13 05 e8 3b e4 c1 5e 5e 14 04 e8 33 e4 c1 5e 5e 15 03 e8 2b e4 c1 5e 5e 16 02 e8 23 e4 c1 5e 5e 17 01 e8 1b e4 c1 5e 5e 18 00 10 6d b3 c8 f7 7f 00 00 e8 0b e4 c1 5e 5e 00 00 08 70 b3 c8 f7 7f 00 00 e8 fb e3 c1 5e 5e 00 00 68 70 b3 c8 f7 7f 00 00 e8 eb e3 c1 5e 5e 00 00 c8 70 b3 c8 f7 7f 00 00 e8 db e3 c1 5e 5e 00 00 28 71 b3 c8 f7 7f 00 00 e8 cb e3 c1 5e 5e 00 00 88 71 b3 c8 f7 7f 00 00 e8 bb e3 c1 5e 5e 00 00 e8 71 b3 c8 f7 7f 00 00 e8 ab e3 c1 5e 5e 00 00 48 72 b3 c8 f7 7f 00 00 e8 9b e3 c1 5e 5e 00 00 a8 72 b3 c8 f7 7f 00 00 e8 8b e3 c1 5e 5e 00 00 08 73 b3 c8 f7 7f 00 00 e8 7b e3 c1 5e 5e 00 00 68 73 b3 c8 f7 7f 00 00 e8 6b e3 c1 5e 5e 00 00 c8 73 b3 c8 f7 7f 00 00 e8 5b e3 c1 5e 5e 00 00 28 74 b3 c8 f7 7f 00 00 e8 4b e3 c1 5e 5e 00 00 88 74 b3 c8 f7 7f 00 00 e8 3b e3 c1 5e 5e 00 00 e8 74 b3 c8 f7 7f 00 00 e8 2b e3 c1 5e 5e 00 00 48 75 b3 c8 f7 7f 00 00 e8 1b e3 c1 5e 5e 00 00 a8 75 b3 c8 f7 7f 00 00 e8 0b e3 c1 5e 5e 00 00 08 76 b3 c8 f7 7f 00 00 e8 fb e2 c1 5e 5e 00 00 68 76 b3 c8 f7 7f 00 00 e8 eb e2 c1 5e 5e 00 00 c8 76 b3 c8 f7 7f 00 00 e8 db e2 c1 5e 5e 00 00 28 77 b3 c8 f7 7f 00 00 e8 cb e2 c1 5e 5e 00 00 88 77 b3 c8 f7 7f 00 00 e8 bb e2 c1 5e 5e 00 00 e8 77 b3 c8 f7 7f 00 00 e8 ab e2 c1 5e 5e 00 00 48 78 b3 c8 f7 7f 00 00 e8 9b e2 c1 5e 5e 00 00 a8 78 b3 c8 f7 7f 00 00 e8 8b e2 c1 5e 5e 00 00 08 79 b3 c8 f7 7f 00 00 e8 7b e2 c1 5e 5e 00 00 68 79 b3 c8 f7 7f 00 00 e8 6b e2 c1 5e 5e 00 00 c8 79 b3 c8 f7 7f 00 00 e8 5b e2 c1 5e 5e 00 00 28 7a b3 c8 f7 7f 00 00 e8 4b e2 c1 5e 5e 00 00 88 7a b3 c8 f7 7f 00 00 e8 3b e2 c1 5e 5e 00 00 e8 7a b3 c8 f7 7f 00 00 e8 2b e2 c1 5e 5e 00 00 48 7b b3 c8 f7 7f 00 00 e8 1b e2 c1 5e 5e 00 00 a8 7b b3 c8 f7 7f 00 00 e8 0b e2 c1 5e 5e 00 00 08 7c b3 c8 f7 7f 00 00 00 00 00 00 00 00 00 00
4         | 7ff7c8647450h   | 87      | hex://root/BitConvert?GetBytes#GetBytes_g[32u](32u~in)                                    | Span<byte> GetBytes<uint>(in uint src)                                                    | 57 56 48 83 ec 28 48 8b f1 48 8b fa 48 b9 10 ea 72 c7 f7 7f 00 00 ba 04 00 00 00 e8 70 f9 c1 5e 48 83 c0 10 ba 04 00 00 00 8b 0f 89 08 48 89 06 89 56 08 48 8b c6 48 83 c4 28 5e 5f c3 00 00 00 19 06 03 00 06 42 02 60 01 70 00 00 40 00 00 00 00 00 00 00 00 00 00
5         | 7ff7c86474b0h   | 87      | hex://root/BitConvert?GetBytes#GetBytes_g[32i](32i~in)                                    | Span<byte> GetBytes<int>(in int src)                                                      | 57 56 48 83 ec 28 48 8b f1 48 8b fa 48 b9 10 ea 72 c7 f7 7f 00 00 ba 04 00 00 00 e8 10 f9 c1 5e 48 83 c0 10 ba 04 00 00 00 8b 0f 89 08 48 89 06 89 56 08 48 8b c6 48 83 c4 28 5e 5f c3 00 00 00 19 06 03 00 06 42 02 60 01 70 00 00 40 00 00 00 00 00 00 00 00 00 00
6         | 7ff7c8647510h   | 87      | hex://root/BitConvert?GetBytes#GetBytes_g[64u](64u~in)                                    | Span<byte> GetBytes<ulong>(in ulong src)                                                  | 57 56 48 83 ec 28 48 8b f1 48 8b fa 48 b9 10 ea 72 c7 f7 7f 00 00 ba 08 00 00 00 e8 b0 f8 c1 5e 48 83 c0 10 ba 08 00 00 00 48 8b 0f 48 89 08 48 89 06 89 56 08 48 8b c6 48 83 c4 28 5e 5f c3 00 19 06 03 00 06 42 02 60 01 70 00 00 40 00 00 00 00 00 00 00 00 00 00
7         | 7ff7c8647570h   | 87      | hex://root/BitConvert?GetBytes#GetBytes_g[64i](64i~in)                                    | Span<byte> GetBytes<long>(in long src)                                                    | 57 56 48 83 ec 28 48 8b f1 48 8b fa 48 b9 10 ea 72 c7 f7 7f 00 00 ba 08 00 00 00 e8 50 f8 c1 5e 48 83 c0 10 ba 08 00 00 00 48 8b 0f 48 89 08 48 89 06 89 56 08 48 8b c6 48 83 c4 28 5e 5f c3 00 19 06 03 00 06 42 02 60 01 70 00 00 40 00 00 00 00 00 00 00 00 00 00
8         | 7ff7c86475d0h   | 435     | hex://root/BitConvert?GetBytes#GetBytes_g[32f](32f~in)                                    | Span<byte> GetBytes<float>(in float src)                                                  | 57 56 48 83 ec 28 c5 f8 77 48 8b f1 48 8b fa 48 b9 10 ea 72 c7 f7 7f 00 00 ba 04 00 00 00 e8 ed f7 c1 5e 48 83 c0 10 ba 04 00 00 00 c5 fa 10 07 c5 fa 11 00 48 89 06 89 56 08 48 8b c6 48 83 c4 28 5e 5f c3 cc cc 00 00 19 06 03 00 06 42 02 60 01 70 00 00 40 00 00 00 c0 8e b2 c8 f7 7f 00 00 57 56 48 83 ec 28 c5 f8 77 48 8b f1 48 8b fa 48 b9 10 ea 72 c7 f7 7f 00 00 ba 08 00 00 00 e8 8d f7 c1 5e 48 83 c0 10 ba 08 00 00 00 c5 fb 10 07 c5 fb 11 00 48 89 06 89 56 08 48 8b c6 48 83 c4 28 5e 5f c3 cc cc 00 00 19 06 03 00 06 42 02 60 01 70 00 00 40 00 00 00 68 90 b2 c8 f7 7f 00 00 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 18 48 8b 02 49 63 d0 48 03 c2 48 89 01 44 89 49 08 48 8b c1 48 83 c4 28 c3 e8 d4 d9 11 ff cc 00 00 00 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 38 91 b2 c8 f7 7f 00 00 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 18 48 8b 02 49 63 d0 48 03 c2 48 89 01 44 89 49 08 48 8b c1 48 83 c4 28 c3 e8 84 d9 11 ff cc 00 00 00 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 c0 91 b2 c8 f7 7f 00 00 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 23 48 8b 02 49 63 d0 48 8d 04 50 41 6b d1 02 70 0e 48 89 01 89 51 08 48 8b c1 48 83 c4 28 c3 e8 b6 84 d4 5e e8 29 d9 11 ff cc 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 00 00 00
9         | 7ff7c8647630h   | 339     | hex://root/BitConvert?GetBytes#GetBytes_g[64f](64f~in)                                    | Span<byte> GetBytes<double>(in double src)                                                | 57 56 48 83 ec 28 c5 f8 77 48 8b f1 48 8b fa 48 b9 10 ea 72 c7 f7 7f 00 00 ba 08 00 00 00 e8 8d f7 c1 5e 48 83 c0 10 ba 08 00 00 00 c5 fb 10 07 c5 fb 11 00 48 89 06 89 56 08 48 8b c6 48 83 c4 28 5e 5f c3 cc cc 00 00 19 06 03 00 06 42 02 60 01 70 00 00 40 00 00 00 68 90 b2 c8 f7 7f 00 00 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 18 48 8b 02 49 63 d0 48 03 c2 48 89 01 44 89 49 08 48 8b c1 48 83 c4 28 c3 e8 d4 d9 11 ff cc 00 00 00 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 38 91 b2 c8 f7 7f 00 00 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 18 48 8b 02 49 63 d0 48 03 c2 48 89 01 44 89 49 08 48 8b c1 48 83 c4 28 c3 e8 84 d9 11 ff cc 00 00 00 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 c0 91 b2 c8 f7 7f 00 00 48 83 ec 28 90 41 8b c0 45 8b d1 49 03 c2 44 8b 52 08 49 3b c2 77 23 48 8b 02 49 63 d0 48 8d 04 50 41 6b d1 02 70 0e 48 89 01 89 51 08 48 8b c1 48 83 c4 28 c3 e8 b6 84 d4 5e e8 29 d9 11 ff cc 19 04 01 00 04 42 00 00 40 00 00 00 00 00 00 00 00 00 00
