Sequence  | Address         | Length  | TermCode            | Uri                                                                                                           | OpSig                                                                                                         | Data
0         | 7ff7c85bb7d0h   | 73      | CTC_RET_INTR        | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,8u,8u)                                                      | Vector256<byte> vbroadcast(N256 w, byte lo, byte hi)                                                          | 50 c5 f8 77 90 41 0f b6 c0 88 44 24 04 48 8d 44 24 04 c4 e2 79 78 44 24 04 41 0f b6 c1 88 04 24 48 8d 04 24 c4 e2 79 78 0c 24 c5 ec 57 d2 c4 e3 6d 38 c0 00 c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
1         | 7ff7c85bb830h   | 75      | CTC_RET_INTR        | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,16u,16u)                                                    | Vector256<ushort> vbroadcast(N256 w, ushort lo, ushort hi)                                                    | 50 c5 f8 77 90 41 0f b7 c0 66 89 44 24 04 48 8d 44 24 04 c4 e2 79 79 44 24 04 41 0f b7 c1 66 89 04 24 48 8d 04 24 c4 e2 79 79 0c 24 c5 ec 57 d2 c4 e3 6d 38 c0 00 c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
2         | 7ff7c85bb8a0h   | 67      | CTC_RET_INTR        | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,32u,32u)                                                    | Vector256<uint> vbroadcast(N256 w, uint lo, uint hi)                                                          | 50 c5 f8 77 90 44 89 44 24 04 48 8d 44 24 04 c4 e2 79 58 44 24 04 44 89 0c 24 48 8d 04 24 c4 e2 79 58 0c 24 c5 ec 57 d2 c4 e3 6d 38 c0 00 c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 08 c3
3         | 7ff7c85bb900h   | 72      | CTC_RET_INTR        | hex://vectorized/dvec?vbroadcast#vbroadcast_(n256,64u,64u)                                                    | Vector256<ulong> vbroadcast(N256 w, ulong lo, ulong hi)                                                       | 48 83 ec 18 c5 f8 77 4c 89 44 24 10 48 8d 44 24 10 c4 e2 79 59 44 24 10 4c 89 4c 24 08 48 8d 44 24 08 c4 e2 79 59 4c 24 08 c5 ec 57 d2 c4 e3 6d 38 c0 00 c4 e3 7d 38 c1 01 c5 fd 11 01 48 8b c1 c5 f8 77 48 83 c4 18 c3
4         | 7ff7c85bb960h   | 30      | CTC_RET_INTR        | hex://vectorized/dvec?vbroadcast#vbroadcast_(n128,8i)                                                         | Vector128<sbyte> vbroadcast(N128 n, sbyte src)                                                                | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 78 44 24 18 c5 f9 11 01 48 8b c1 c3
5         | 7ff7c85bb990h   | 30      | CTC_RET_INTR        | hex://vectorized/dvec?vbroadcast#vbroadcast_(n128,8u)                                                         | Vector128<byte> vbroadcast(N128 n, byte src)                                                                  | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 78 44 24 18 c5 f9 11 01 48 8b c1 c3
6         | 7ff7c85bb9c0h   | 30      | CTC_RET_INTR        | hex://vectorized/dvec?vbroadcast#vbroadcast_(n128,16i)                                                        | Vector128<short> vbroadcast(N128 n, short src)                                                                | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 79 44 24 18 c5 f9 11 01 48 8b c1 c3
7         | 7ff7c85bb9f0h   | 30      | CTC_RET_INTR        | hex://vectorized/dvec?vbroadcast#vbroadcast_(n128,16u)                                                        | Vector128<ushort> vbroadcast(N128 n, ushort src)                                                              | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 79 44 24 18 c5 f9 11 01 48 8b c1 c3
8         | 7ff7c85bba20h   | 30      | CTC_RET_INTR        | hex://vectorized/dvec?vbroadcast#vbroadcast_(n128,32i)                                                        | Vector128<int> vbroadcast(N128 n, int src)                                                                    | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3
9         | 7ff7c85bba50h   | 30      | CTC_RET_INTR        | hex://vectorized/dvec?vbroadcast#vbroadcast_(n128,32u)                                                        | Vector128<uint> vbroadcast(N128 n, uint src)                                                                  | c5 f8 77 66 90 44 89 44 24 18 48 8d 44 24 18 c4 e2 79 58 44 24 18 c5 f9 11 01 48 8b c1 c3
