Sequence  | Address         | Length  | TermCode            | Uri                                                                                                           | OpSig                                                                                                         | Data
0         | 7ff7c8414000h   | 20      | CTC_RET_SBB         | hex://gmath/math?gteq#gteq_(8u,8u)                                                                            | bit gteq(byte a, byte b)                                                                                      | 0f 1f 44 00 00 0f b6 c1 0f b6 d2 3b c2 0f 9d c0 0f b6 c0 c3
1         | 7ff7c8414030h   | 22      | CTC_RET_Zx3         | hex://gmath/math?gteq#gteq_(16i,16i)                                                                          | bit gteq(short a, short b)                                                                                    | 0f 1f 44 00 00 48 0f bf c1 48 0f bf d2 3b c2 0f 9d c0 0f b6 c0 c3
2         | 7ff7c8414060h   | 20      | CTC_RET_SBB         | hex://gmath/math?gteq#gteq_(16u,16u)                                                                          | bit gteq(ushort a, ushort b)                                                                                  | 0f 1f 44 00 00 0f b7 c1 0f b7 d2 3b c2 0f 9d c0 0f b6 c0 c3
3         | 7ff7c8414090h   | 14      | CTC_RET_Zx3         | hex://gmath/math?gteq#gteq_(32i,32i)                                                                          | bit gteq(int a, int b)                                                                                        | 0f 1f 44 00 00 3b ca 0f 9d c0 0f b6 c0 c3
4         | 7ff7c84140b0h   | 14      | CTC_RET_Zx3         | hex://gmath/math?gteq#gteq_(32u,32u)                                                                          | bit gteq(uint a, uint b)                                                                                      | 0f 1f 44 00 00 3b ca 0f 93 c0 0f b6 c0 c3
5         | 7ff7c84140d0h   | 15      | CTC_RET_ZED_SBB     | hex://gmath/math?gteq#gteq_(64i,64i)                                                                          | bit gteq(long a, long b)                                                                                      | 0f 1f 44 00 00 48 3b ca 0f 9d c0 0f b6 c0 c3
6         | 7ff7c84140f0h   | 15      | CTC_RET_ZED_SBB     | hex://gmath/math?gteq#gteq_(64u,64u)                                                                          | bit gteq(ulong a, ulong b)                                                                                    | 0f 1f 44 00 00 48 3b ca 0f 93 c0 0f b6 c0 c3
7         | 7ff7c8414110h   | 22      | CTC_RET_Zx3         | hex://gmath/math?lt#lt_(8i,8i)                                                                                | bit lt(sbyte a, sbyte b)                                                                                      | 0f 1f 44 00 00 48 0f be c1 48 0f be d2 3b c2 0f 9c c0 0f b6 c0 c3
8         | 7ff7c8414140h   | 20      | CTC_RET_SBB         | hex://gmath/math?lt#lt_(8u,8u)                                                                                | bit lt(byte a, byte b)                                                                                        | 0f 1f 44 00 00 0f b6 c1 0f b6 d2 3b c2 0f 9c c0 0f b6 c0 c3
9         | 7ff7c8414170h   | 22      | CTC_RET_Zx3         | hex://gmath/math?lt#lt_(16i,16i)                                                                              | bit lt(short a, short b)                                                                                      | 0f 1f 44 00 00 48 0f bf c1 48 0f bf d2 3b c2 0f 9c c0 0f b6 c0 c3
10        | 7ff7c84141a0h   | 20      | CTC_RET_SBB         | hex://gmath/math?lt#lt_(16u,16u)                                                                              | bit lt(ushort a, ushort b)                                                                                    | 0f 1f 44 00 00 0f b7 c1 0f b7 d2 3b c2 0f 9c c0 0f b6 c0 c3
11        | 7ff7c84141d0h   | 14      | CTC_RET_Zx3         | hex://gmath/math?lt#lt_(32i,32i)                                                                              | bit lt(int a, int b)                                                                                          | 0f 1f 44 00 00 3b ca 0f 9c c0 0f b6 c0 c3
12        | 7ff7c84141f0h   | 14      | CTC_RET_Zx3         | hex://gmath/math?lt#lt_(32u,32u)                                                                              | bit lt(uint a, uint b)                                                                                        | 0f 1f 44 00 00 3b ca 0f 92 c0 0f b6 c0 c3
13        | 7ff7c8414210h   | 15      | CTC_RET_ZED_SBB     | hex://gmath/math?lt#lt_(64i,64i)                                                                              | bit lt(long a, long b)                                                                                        | 0f 1f 44 00 00 48 3b ca 0f 9c c0 0f b6 c0 c3
14        | 7ff7c8414230h   | 15      | CTC_RET_ZED_SBB     | hex://gmath/math?lt#lt_(64u,64u)                                                                              | bit lt(ulong a, ulong b)                                                                                      | 0f 1f 44 00 00 48 3b ca 0f 92 c0 0f b6 c0 c3
15        | 7ff7c8414250h   | 22      | CTC_RET_Zx3         | hex://gmath/math?lteq#lteq_(8i,8i)                                                                            | bit lteq(sbyte a, sbyte b)                                                                                    | 0f 1f 44 00 00 48 0f be c1 48 0f be d2 3b c2 0f 9e c0 0f b6 c0 c3
16        | 7ff7c8414280h   | 20      | CTC_RET_SBB         | hex://gmath/math?lteq#lteq_(8u,8u)                                                                            | bit lteq(byte a, byte b)                                                                                      | 0f 1f 44 00 00 0f b6 c1 0f b6 d2 3b c2 0f 9e c0 0f b6 c0 c3
17        | 7ff7c84142b0h   | 22      | CTC_RET_Zx3         | hex://gmath/math?lteq#lteq_(16i,16i)                                                                          | bit lteq(short a, short b)                                                                                    | 0f 1f 44 00 00 48 0f bf c1 48 0f bf d2 3b c2 0f 9e c0 0f b6 c0 c3
18        | 7ff7c84142e0h   | 20      | CTC_RET_SBB         | hex://gmath/math?lteq#lteq_(16u,16u)                                                                          | bit lteq(ushort a, ushort b)                                                                                  | 0f 1f 44 00 00 0f b7 c1 0f b7 d2 3b c2 0f 9e c0 0f b6 c0 c3
19        | 7ff7c8414310h   | 14      | CTC_RET_Zx3         | hex://gmath/math?lteq#lteq_(32i,32i)                                                                          | bit lteq(int a, int b)                                                                                        | 0f 1f 44 00 00 3b ca 0f 9e c0 0f b6 c0 c3
20        | 7ff7c8414330h   | 14      | CTC_RET_Zx3         | hex://gmath/math?lteq#lteq_(32u,32u)                                                                          | bit lteq(uint a, uint b)                                                                                      | 0f 1f 44 00 00 3b ca 0f 96 c0 0f b6 c0 c3
21        | 7ff7c8414350h   | 15      | CTC_RET_ZED_SBB     | hex://gmath/math?lteq#lteq_(64i,64i)                                                                          | bit lteq(long a, long b)                                                                                      | 0f 1f 44 00 00 48 3b ca 0f 9e c0 0f b6 c0 c3
22        | 7ff7c8414370h   | 15      | CTC_RET_ZED_SBB     | hex://gmath/math?lteq#lteq_(64u,64u)                                                                          | bit lteq(ulong a, ulong b)                                                                                    | 0f 1f 44 00 00 48 3b ca 0f 96 c0 0f b6 c0 c3
23        | 7ff7c8414390h   | 21      | CTC_RET_Zx3         | hex://gmath/math?max#max_(8i,8i)                                                                              | sbyte max(sbyte a, sbyte b)                                                                                   | 0f 1f 44 00 00 48 0f be c1 48 0f be d2 3b c2 7f 03 8b c2 c3 c3
24        | 7ff7c84143c0h   | 19      | CTC_RET_ZED_SBB     | hex://gmath/math?max#max_(8u,8u)                                                                              | byte max(byte a, byte b)                                                                                      | 0f 1f 44 00 00 0f b6 c1 0f b6 d2 3b c2 7f 03 8b c2 c3 c3
25        | 7ff7c84143f0h   | 21      | CTC_RET_Zx3         | hex://gmath/math?max#max_(16i,16i)                                                                            | short max(short a, short b)                                                                                   | 0f 1f 44 00 00 48 0f bf c1 48 0f bf d2 3b c2 7f 03 8b c2 c3 c3
26        | 7ff7c8414420h   | 19      | CTC_RET_ZED_SBB     | hex://gmath/math?max#max_(16u,16u)                                                                            | ushort max(ushort a, ushort b)                                                                                | 0f 1f 44 00 00 0f b7 c1 0f b7 d2 3b c2 7f 03 8b c2 c3 c3
27        | 7ff7c8414450h   | 15      | CTC_RET_ZED_SBB     | hex://gmath/math?max#max_(32i,32i)                                                                            | int max(int a, int b)                                                                                         | 0f 1f 44 00 00 3b ca 7f 03 8b c2 c3 8b c1 c3
28        | 7ff7c8414470h   | 15      | CTC_RET_ZED_SBB     | hex://gmath/math?max#max_(32u,32u)                                                                            | uint max(uint a, uint b)                                                                                      | 0f 1f 44 00 00 3b ca 77 03 8b c2 c3 8b c1 c3
29        | 7ff7c8414490h   | 18      | CTC_RET_Zx3         | hex://gmath/math?max#max_(64i,64i)                                                                            | long max(long a, long b)                                                                                      | 0f 1f 44 00 00 48 3b ca 7f 04 48 8b c2 c3 48 8b c1 c3
30        | 7ff7c84144c0h   | 18      | CTC_RET_Zx3         | hex://gmath/math?max#max_(64u,64u)                                                                            | ulong max(ulong a, ulong b)                                                                                   | 0f 1f 44 00 00 48 3b ca 77 04 48 8b c2 c3 48 8b c1 c3
31        | 7ff7c84144f0h   | 21      | CTC_RET_Zx3         | hex://gmath/math?min#min_(8i,8i)                                                                              | sbyte min(sbyte a, sbyte b)                                                                                   | 0f 1f 44 00 00 48 0f be c1 48 0f be d2 3b c2 7c 03 8b c2 c3 c3
32        | 7ff7c8414520h   | 19      | CTC_RET_ZED_SBB     | hex://gmath/math?min#min_(8u,8u)                                                                              | byte min(byte a, byte b)                                                                                      | 0f 1f 44 00 00 0f b6 c1 0f b6 d2 3b c2 7c 03 8b c2 c3 c3
33        | 7ff7c8414550h   | 21      | CTC_RET_Zx3         | hex://gmath/math?min#min_(16i,16i)                                                                            | short min(short a, short b)                                                                                   | 0f 1f 44 00 00 48 0f bf c1 48 0f bf d2 3b c2 7c 03 8b c2 c3 c3
34        | 7ff7c8414580h   | 19      | CTC_RET_ZED_SBB     | hex://gmath/math?min#min_(16u,16u)                                                                            | ushort min(ushort a, ushort b)                                                                                | 0f 1f 44 00 00 0f b7 c1 0f b7 d2 3b c2 7c 03 8b c2 c3 c3
