Sequence  | Address         | Length  | TermCode            | Uri                                                                                                           | OpSig                                                                                                         | Data
0         | 7ff7c7784350h   | 70      | CTC_RET_INTR        | hex://intrinsics/ginx?vblendp#vblendp_g[64i](v256x64i,v256x64i,v256x64i)                                      | Vector512<long> vblendp<long>(Vector256<long> x, Vector256<long> y, Vector256<long> spec)                     | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 10 08 c4 c1 7d 10 11 c4 e3 7d 4c c1 20 c4 c1 7d 10 09 c4 e2 75 29 d1 c5 f5 ef ca c5 fd 10 12 c4 c1 7d 10 18 c4 e3 6d 4c cb 10 c5 fd 11 01 c5 fd 11 49 20 48 8b c1 c5 f8 77 c3
1         | 7ff7c77843b0h   | 68      | CTC_RET_INTR        | hex://intrinsics/ginx?vblendp#vblendp_g[8u](v512x8u,v256x8u)                                                  | Vector512<byte> vblendp<byte>(Vector512<byte> x, Vector256<byte> spec)                                        | c5 f8 77 66 90 c5 fd 10 02 c5 fd 10 4a 20 c5 fc 28 d0 c5 fc 28 d9 c4 c1 7d 10 20 c4 e3 6d 4c d3 40 c4 c1 7d 10 18 c5 e5 74 e3 c5 e5 ef dc c4 e3 7d 4c c1 30 c5 fd 11 11 c5 fd 11 41 20 48 8b c1 c5 f8 77 c3
2         | 7ff7c7784410h   | 68      | CTC_RET_INTR        | hex://intrinsics/ginx?vblendp#vblendp_g[8i](v512x8i,v256x8i)                                                  | Vector512<sbyte> vblendp<sbyte>(Vector512<sbyte> x, Vector256<sbyte> spec)                                    | c5 f8 77 66 90 c5 fd 10 02 c5 fd 10 4a 20 c5 fc 28 d0 c5 fc 28 d9 c4 c1 7d 10 20 c4 e3 6d 4c d3 40 c4 c1 7d 10 18 c5 e5 74 e3 c5 e5 ef dc c4 e3 7d 4c c1 30 c5 fd 11 11 c5 fd 11 41 20 48 8b c1 c5 f8 77 c3
3         | 7ff7c7784470h   | 68      | CTC_RET_INTR        | hex://intrinsics/ginx?vblendp#vblendp_g[16u](v512x16u,v256x16u)                                               | Vector512<ushort> vblendp<ushort>(Vector512<ushort> x, Vector256<ushort> spec)                                | c5 f8 77 66 90 c5 fd 10 02 c5 fd 10 4a 20 c5 fc 28 d0 c5 fc 28 d9 c4 c1 7d 10 20 c4 e3 6d 4c d3 40 c4 c1 7d 10 18 c5 e5 75 e3 c5 e5 ef dc c4 e3 7d 4c c1 30 c5 fd 11 11 c5 fd 11 41 20 48 8b c1 c5 f8 77 c3
4         | 7ff7c77844d0h   | 68      | CTC_RET_INTR        | hex://intrinsics/ginx?vblendp#vblendp_g[16i](v512x16i,v256x16i)                                               | Vector512<short> vblendp<short>(Vector512<short> x, Vector256<short> spec)                                    | c5 f8 77 66 90 c5 fd 10 02 c5 fd 10 4a 20 c5 fc 28 d0 c5 fc 28 d9 c4 c1 7d 10 20 c4 e3 6d 4c d3 40 c4 c1 7d 10 18 c5 e5 75 e3 c5 e5 ef dc c4 e3 7d 4c c1 30 c5 fd 11 11 c5 fd 11 41 20 48 8b c1 c5 f8 77 c3
5         | 7ff7c7784530h   | 68      | CTC_RET_INTR        | hex://intrinsics/ginx?vblendp#vblendp_g[32u](v512x32u,v256x32u)                                               | Vector512<uint> vblendp<uint>(Vector512<uint> x, Vector256<uint> spec)                                        | c5 f8 77 66 90 c5 fd 10 02 c5 fd 10 4a 20 c5 fc 28 d0 c5 fc 28 d9 c4 c1 7d 10 20 c4 e3 6d 4c d3 40 c4 c1 7d 10 18 c5 e5 76 e3 c5 e5 ef dc c4 e3 7d 4c c1 30 c5 fd 11 11 c5 fd 11 41 20 48 8b c1 c5 f8 77 c3
6         | 7ff7c7784590h   | 68      | CTC_RET_INTR        | hex://intrinsics/ginx?vblendp#vblendp_g[32i](v512x32i,v256x32i)                                               | Vector512<int> vblendp<int>(Vector512<int> x, Vector256<int> spec)                                            | c5 f8 77 66 90 c5 fd 10 02 c5 fd 10 4a 20 c5 fc 28 d0 c5 fc 28 d9 c4 c1 7d 10 20 c4 e3 6d 4c d3 40 c4 c1 7d 10 18 c5 e5 76 e3 c5 e5 ef dc c4 e3 7d 4c c1 30 c5 fd 11 11 c5 fd 11 41 20 48 8b c1 c5 f8 77 c3
7         | 7ff7c77845f0h   | 69      | CTC_RET_INTR        | hex://intrinsics/ginx?vblendp#vblendp_g[64u](v512x64u,v256x64u)                                               | Vector512<ulong> vblendp<ulong>(Vector512<ulong> x, Vector256<ulong> spec)                                    | c5 f8 77 66 90 c5 fd 10 02 c5 fd 10 4a 20 c5 fc 28 d0 c5 fc 28 d9 c4 c1 7d 10 20 c4 e3 6d 4c d3 40 c4 c1 7d 10 18 c4 e2 65 29 e3 c5 e5 ef dc c4 e3 7d 4c c1 30 c5 fd 11 11 c5 fd 11 41 20 48 8b c1 c5 f8 77 c3
8         | 7ff7c7784650h   | 69      | CTC_RET_INTR        | hex://intrinsics/ginx?vblendp#vblendp_g[64i](v512x64i,v256x64i)                                               | Vector512<long> vblendp<long>(Vector512<long> x, Vector256<long> spec)                                        | c5 f8 77 66 90 c5 fd 10 02 c5 fd 10 4a 20 c5 fc 28 d0 c5 fc 28 d9 c4 c1 7d 10 20 c4 e3 6d 4c d3 40 c4 c1 7d 10 18 c4 e2 65 29 e3 c5 e5 ef dc c4 e3 7d 4c c1 30 c5 fd 11 11 c5 fd 11 41 20 48 8b c1 c5 f8 77 c3
9         | 7ff7c81cef10h   | 41      | CTC_RET_INTR        | hex://intrinsics/ginx?vsame#vsame_g[8u](v128x8u,v128x8u)                                                      | bit vsame<byte>(Vector128<byte> x, Vector128<byte> y)                                                         | c5 f8 77 66 90 c5 f9 10 01 c5 f9 10 0a c5 f9 74 c1 c5 f0 57 c9 c5 e8 57 d2 c5 f1 74 ca c4 e2 79 17 c1 0f 92 c0 0f b6 c0 c3
