Sequence  | Address         | Length  | TermCode            | Uri                                                                                                           | OpSig                                                                                                         | Data
0         | 7ff7c83afc70h   | 27      | CTC_RET_INTR        | hex://intrinsics/vpattern?decrements#decrements_g[8u](n128)                                                   | Vector128<byte> decrements<byte>(N128 w)                                                                      | c5 f8 77 66 90 48 b8 09 55 43 66 7b 01 00 00 c5 fb f0 00 c5 f9 11 01 48 8b c1 c3
1         | 7ff7c83afca0h   | 27      | CTC_RET_INTR        | hex://intrinsics/vpattern?decrements#decrements_g[8i](n128)                                                   | Vector128<sbyte> decrements<sbyte>(N128 w)                                                                    | c5 f8 77 66 90 48 b8 09 55 43 66 7b 01 00 00 c5 fb f0 00 c5 f9 11 01 48 8b c1 c3
2         | 7ff7c83afcd0h   | 27      | CTC_RET_INTR        | hex://intrinsics/vpattern?decrements#decrements_g[16u](n128)                                                  | Vector128<ushort> decrements<ushort>(N128 w)                                                                  | c5 f8 77 66 90 48 b8 19 55 43 66 7b 01 00 00 c5 fb f0 00 c5 f9 11 01 48 8b c1 c3
3         | 7ff7c83afd00h   | 27      | CTC_RET_INTR        | hex://intrinsics/vpattern?decrements#decrements_g[16i](n128)                                                  | Vector128<short> decrements<short>(N128 w)                                                                    | c5 f8 77 66 90 48 b8 19 55 43 66 7b 01 00 00 c5 fb f0 00 c5 f9 11 01 48 8b c1 c3
4         | 7ff7c83afd30h   | 27      | CTC_RET_INTR        | hex://intrinsics/vpattern?decrements#decrements_g[32u](n128)                                                  | Vector128<uint> decrements<uint>(N128 w)                                                                      | c5 f8 77 66 90 48 b8 a9 58 43 66 7b 01 00 00 c5 fb f0 00 c5 f9 11 01 48 8b c1 c3
5         | 7ff7c83afd60h   | 27      | CTC_RET_INTR        | hex://intrinsics/vpattern?decrements#decrements_g[32i](n128)                                                  | Vector128<int> decrements<int>(N128 w)                                                                        | c5 f8 77 66 90 48 b8 a9 58 43 66 7b 01 00 00 c5 fb f0 00 c5 f9 11 01 48 8b c1 c3
6         | 7ff7c83afd90h   | 27      | CTC_RET_INTR        | hex://intrinsics/vpattern?decrements#decrements_g[64u](n128)                                                  | Vector128<ulong> decrements<ulong>(N128 w)                                                                    | c5 f8 77 66 90 48 b8 89 55 43 66 7b 01 00 00 c5 fb f0 00 c5 f9 11 01 48 8b c1 c3
7         | 7ff7c83afdc0h   | 27      | CTC_RET_INTR        | hex://intrinsics/vpattern?decrements#decrements_g[64i](n128)                                                  | Vector128<long> decrements<long>(N128 w)                                                                      | c5 f8 77 66 90 48 b8 89 55 43 66 7b 01 00 00 c5 fb f0 00 c5 f9 11 01 48 8b c1 c3
8         | 7ff7c83afdf0h   | 30      | CTC_RET_INTR        | hex://intrinsics/vpattern?decrements#decrements_g[8u](n256)                                                   | Vector256<byte> decrements<byte>(N256 w)                                                                      | c5 f8 77 66 90 48 b8 89 56 43 66 7b 01 00 00 c5 ff f0 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
9         | 7ff7c83afe20h   | 30      | CTC_RET_INTR        | hex://intrinsics/vpattern?decrements#decrements_g[8i](n256)                                                   | Vector256<sbyte> decrements<sbyte>(N256 w)                                                                    | c5 f8 77 66 90 48 b8 89 56 43 66 7b 01 00 00 c5 ff f0 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3
